23
0	14
0.0013	14
0.003	14
0.0055	14
0.0085	14
0.015	14
0.02	14
0.065	2
0.075	0
0.15	0
0.425	0
0.75	0
2.36	0
5	0
7.5	0
9.375	0
11.25	0
13.125	0
15	0
17	0
19	0
22	0
25	0
